index,winner_ratio
0,0.8045787466423157
1,0.909201833666407
2,0.48344250175294234
3,0.4616965923570165
4,0.8960960753817167
5,0.6410029703890868
6,0.5384400369898856
7,0.26527426492955636
8,0.8745940582906561
9,0.9096753974308679
10,0.30221776001262457
11,0.13868663574441828
12,0.2834835351763293
13,0.5089550220948098
14,0.36613462760304
15,0.8223102855824624
16,0.19469197277882377
17,0.8923593229317206
18,0.465730045052951
19,0.7365071180429926
20,0.555889731484135
21,0.13745538280043199
22,0.30028525811550577
23,0.7227664343982734
24,0.30821216696972864
25,0.5110711865684374
26,0.5272561224959889
27,0.9092211552817461
28,0.5817971095732613
29,0.4080285816883223
30,0.8974732337332424
31,0.38863283823027417
32,0.6910947655556435
33,0.9119739692242707
34,0.8505185798717498
35,0.5785144137814174
36,0.389985536617905
37,0.8523997579187718
38,0.8963325304887241
39,0.7688424644976428
40,0.9258562503185154
41,0.845680615394279
42,0.7128432340361314
43,0.5333243626281529
44,0.6627425673968692
45,0.4632301049076031
46,0.8241221395497724
47,0.6866423187544177
48,0.8375500551404776
49,0.48381210800480046
50,0.8906014193674417
51,0.5983840858404466
52,0.8372078259398473
53,0.6275820616150611
54,0.3371604457074341
55,0.49770415270332136
56,0.7860789331380578
57,0.41113326049299326
58,0.5942221046420271
59,0.5254687814205952
60,0.49267229353381814
61,0.9345354738745656
62,0.4767116067119518
63,0.4449283019282606
64,0.13372969618872493
65,0.7092161199035506
66,0.3742976736997096
67,0.6439075961524527
68,0.8463685884972423
69,0.173959380549465
70,0.7230382609816306
71,0.847819093195304
72,0.47119231325039723
73,0.5308118039544765
74,0.3701461090915677
75,0.41178117255260593
76,0.8868652963571794
77,0.6395893265488456
78,0.3833902180613287
79,0.9214490631939111
80,0.9063493980051738
81,0.8616209213384216
82,0.470418508560028
83,0.50573379812836
84,0.7765904346336687
85,0.17511807653261172
86,0.4077753618745218
87,0.506238269774404
88,0.5912980445034356
89,0.53630546100717
90,0.8171551634343468
91,0.6493441345071078
92,0.44561169049326166
93,0.6550345520225263
94,0.7128084329046404
95,0.3856855835879679
96,0.15435307469329204
97,0.6527114401331521
98,0.5039388053282763
99,0.4001735270381661
100,0.891192145830939
101,0.8821204793055656
102,0.24347268730126334
103,0.7684413156277669
104,0.1668505088634725
105,0.4853944302318811
106,0.614366246133623
107,0.173959380549465
108,0.8805912900787464
109,0.45241602781480833
110,0.19694526226431505
111,0.4215800929532472
112,0.6641108625197556
113,0.7235112680564503
